ModelID,ScenarioID,Temperature,Year,Total electricity generation,Coal capacity,Gas capacity,Oil capacity,Solar capacity,Wind capacity,Nuclear capacity,Hydro capacity,Biomass capacity,Electricity trade,Storage capacity,Carbon sequestration,Afforestation,GDP,Population,Water consumption,Investments in EST,Investments in ETD,Coal power,Gas power,Oil power,Solar power,Wind power,Nuclear power,Hydropower,Biomass power
20,314,5,2050,65.6035,1244.4825,87.5667,19.4737,2389.9936,1786.6155,147.0605,500.2854,19.9651,-0.3153,590.7094,4457.8006,391.4797,76115.8122,1283.792,38.3444,6.6316,299.2916,18.7356,1.7249,0.333,14.1832,18.3879,2.8706,6.3006,1.6894
20,320,4,2050,66.6048,1252.3387,83.3293,18.2355,2461.623,1844.0227,151.4936,500.2854,19.9651,-0.3183,613.9674,5634.8424,397.0353,75844.8711,1283.792,39.0209,6.9033,311.1475,18.7379,1.6415,0.3118,14.6005,18.931,2.9389,6.3006,1.7029
20,324,5,2050,65.6035,1244.4825,87.5667,19.4737,2389.9936,1786.6155,147.0605,500.2854,19.9651,-0.3153,590.7094,4457.8006,391.4797,76115.8122,1283.792,38.3444,6.6316,299.2916,18.7356,1.7249,0.333,14.1832,18.3879,2.8706,6.3006,1.6894
20,343,5,2050,65.376,1218.2139,92.096,20.171,2397.901,1794.627,147.6258,500.2854,19.9651,-0.3159,595.425,3516.7602,338.5548,76112.8755,1283.792,37.5682,6.8627,297.9675,18.282,1.8141,0.3449,14.2293,18.4637,2.8725,6.3006,1.6763
20,347,5,2050,65.3155,1263.1902,88.3538,19.7364,2345.1296,1748.9154,144.1514,500.2854,19.9651,-0.3125,574.088,3727.2887,388.2248,76266.0808,1283.792,38.1261,6.4584,294.7899,19.14,1.7404,0.3375,13.9219,18.0313,2.8319,6.3006,1.6795
20,358,5,2050,65.376,1218.2139,92.096,20.171,2397.901,1794.627,147.6258,500.2854,19.9651,-0.3159,595.425,3516.7602,338.5548,76112.8755,1283.792,37.5682,6.8627,297.9675,18.282,1.8141,0.3449,14.2293,18.4637,2.8725,6.3006,1.6763
20,368,5,2050,65.3155,1263.1902,88.3538,19.7364,2345.1296,1748.9154,144.1514,500.2854,19.9651,-0.3125,574.088,3727.2887,388.2248,76266.0808,1283.792,38.1261,6.4584,294.7899,19.14,1.7404,0.3375,13.9219,18.0313,2.8319,6.3006,1.6795
20,381,6,2050,65.238,1359.1386,93.9524,20.3808,2212.0776,1634.1694,135.2008,500.2854,19.9651,-0.3257,521.4093,853.4454,313.1808,76588.0204,1283.792,37.2871,6.3838,287.1828,21.0966,1.8507,0.3485,13.1468,16.9458,2.721,6.3006,1.6425
20,384,5,2050,65.6281,1210.9168,90.6837,19.747,2427.5109,1819.3297,149.5368,500.2854,19.9651,-0.317,606.1404,4340.6211,338.2117,76021.3913,1283.792,37.9611,6.808,300.174,18.1029,1.7863,0.3377,14.4018,18.6974,2.8985,6.3006,1.6809
20,462,7,2050,62.6782,1936.5154,121.5554,24.1019,1770.6513,328.8954,114.3821,500.2854,19.9651,-0.2723,364.1566,-27.57795651972947,255.6601,78031.9441,1283.792,45.0256,6.1459,238.8769,35.3836,2.3944,0.4121,10.5753,3.8057,2.7098,6.3006,0.3292
21,360,5,2050,60.586520576,992.40314453125,1283.680828125,31.3724501953125,3103.24400012207,1008.979421875,69.7111328125,463.1325,18.187591003418,-0.1930375170032914,195.60059375,122.899088263043,194.836693523158,78468.874529375,1296.67297363281,30.01945088,8.956053746521698,113.068684296192,11.499321024,20.422528192,0.798741312,11.548824217,8.645412736,1.691896064,5.5340928,0.419712637
21,436,6,2050,60.840538112,1012.74594555664,1203.12882189941,28.7188144620955,2020.35037512207,692.7457734375,118.5993984375,485.14559375,52.4873291015625,-0.07119222257672014,128.1513984375,267.128320066484,109.967003276014,62406.7267444531,1329.92004394531,35.802058752,6.0767353230864325,114.482934429942,15.768473877,20.179734938,0.623424896118844,7.908095103,6.332720544,2.932546048,5.906777088,1.148927808
21,473,7,2050,58.085040128,997.540750488281,1234.756203125,30.6158896721005,2236.40000012207,702.9212734375,74.89034375,465.9201875,42.0867470703125,-0.3207043127480512,139.65940625,4708.251418892234,342.3740711718825,78468.874529375,1296.67297363281,31.183609856,6.72074510501164,54.5699621699584,14.233630016,19.549116032,0.856552576309121,8.639614407,6.268373248,1.836765056,5.628297216,1.03424156
21,538,8,2050,67.389468672,1270.8580372467,1627.830296875,1.84503405761719,612.18162512207,285.628326171875,261.77859375,418.85409375,9.09700219726563,-0.3211239276096054,63.3341484375,4744.324133957454,354.9694653079316,92529.2971903125,1298.06103515625,39.122178048,6.824682319934513,62.3158689650278,34.784827024,15.556955808,0.001665292,2.524366964,2.813524544,6.508834816,5.136776192,0.021881576
25,350,6,2050,57.9980392456055,943.711242675781,872.846252441406,24.4406795501709,2875.833984375,1061.21630859375,348.592102050781,515.271423339844,43.9941482543945,0.0200158860534429,736.9730506350525,377.412567138672,338.3001244149008,50375.8203125,1315.79895019531,34.84757360279575,1.48231101849821,203.06137845966188,7.62085914611816,8.7481861114502,0.441769689321518,14.2400646209717,7.96982574462891,9.61044883728027,6.95352506637573,0.938645839691162
25,381,7,2050,59.108715057373,847.753601074219,923.561157226562,29.374267578125,2873.00415039062,1003.34045410156,308.989044189453,504.097473144531,42.9181480407715,0.020318366587162,449.39351774734246,224.556137084961,250.47289016400993,50375.8203125,1315.79895019531,34.506106833199134,1.24605586446403,169.7390356272063,8.94756317138672,9.57680988311768,0.550966799259186,14.6938028335571,7.60418796539307,8.5186185836792,6.78246641159058,0.94927579164505
25,462,7,2050,61.8764038085938,1616.61865234375,821.683837890625,23.4367828369141,1913.40393066406,792.926086425781,107.92992401123,488.118530273438,19.5498657226562,0.0212330091744661,930.5914261369587,0.106865510344505,387.6553739963359,50375.8203125,1315.79895019531,34.763245420619874,1.11421620508827,232.4515640875894,24.0905628204346,9.68496322631836,0.526148974895477,10.0808954238892,6.12399864196777,2.97555494308472,6.57103300094604,0.512718319892883
25,493,7,2050,60.8006896972656,1633.69543457031,756.823852539062,21.7139186859131,1578.32165527344,786.117980957031,95.8424606323242,488.323516845703,18.8589057922363,0.0212330091744661,1156.4300747915754,0.1041149944067,369.2495441226592,50150.03125,1315.79895019531,34.022834086332296,1.05917909678772,329.16217594895465,25.6339359283447,9.55206680297852,0.497519493103027,8.16091537475586,6.08813810348511,2.64231204986572,6.53485298156738,0.499175786972046
27,135,2,2050,68.5150680541992,7.05882314377959e-07,1383.94958496094,48.0939292907715,3316.17846679688,1370.33349609375,785.889038085938,526.362915039062,93.1493606567383,0.0172852743417024,592.70394010346,269.36083984375,338.5253292539348,50375.8203125,1315.79895019531,37.63232040870202,6.678404711440488,298.3743995622075,,8.8848705291748,0.647969126701355,16.1640548706055,10.2070932388306,21.666431427002,6.96688604354858,1.65327155590057
27,359,5,2050,61.957275390625,7.05882314377959e-07,1311.36340332031,41.0611228942871,2880.47973632812,1293.88891601562,664.96142578125,525.660888671875,115.491340637207,0.0175314415246248,1213.7349960474912,45.9581680297852,496.56768861336616,50375.8203125,1315.79895019531,34.69124655695186,10.013196919661107,371.55004033387246,,8.41099834442139,0.498177528381348,14.3280086517334,9.60675525665283,18.3325386047363,6.94671535491943,1.81329452991486
27,383,6,2050,59.4471969604492,879.108520507812,920.693481445312,25.6933765411377,2657.43212890625,967.454895019531,258.541564941406,492.875061035156,35.775520324707,0.0200216826051473,295.3299528737486,57.0382270812988,231.84865575405865,50375.8203125,1315.79895019531,38.51302700778986,1.4924777856566491,144.88673053739512,11.3532409667969,10.1041393280029,0.509350657463074,13.9740962982178,7.38906049728393,7.12781667709351,6.63629102706909,0.836621761322021
27,449,7,2050,59.4292488098145,741.286926269531,912.194458007812,25.4818458557129,2656.83813476562,988.628723144531,275.295257568359,493.803863525391,37.3516883850098,0.020084049552679,407.68862474577844,105.22843170166,239.6028838522817,50375.8203125,1315.79895019531,34.48305311319671,1.9158567438280256,157.72487066424213,10.4090461730957,10.3793382644653,0.510963797569275,13.9553966522217,7.55623722076416,7.58970355987549,6.64350414276123,0.874843180179596
27,463,7,2050,61.5827713012695,1624.40625,830.393127441406,22.064884185791,2060.06884765625,748.282653808594,111.369659423828,487.42529296875,20.4234752655029,0.0202610604465007,274.47304603062025,0.116137847304344,214.70291868817628,50375.8203125,1315.79895019531,38.45883836120281,1.5259258262863122,128.43831060701507,23.5671348571777,9.34065818786621,0.482139557600021,10.9961719512939,5.77533388137817,3.07038617134094,6.54845666885376,0.533469378948212
27,478,7,2050,61.6068305969238,1611.86499023438,771.981689453125,22.1213188171387,1719.05017089844,836.570556640625,103.625755310059,488.108184814453,18.318286895752,0.0212330091744661,571.9412628414675,0.10899543017149,387.04826386149807,50375.8203125,1315.79895019531,38.15538693396458,6.510648212287775,295.5647625885705,24.7398643493652,9.80262851715088,0.512771964073181,8.95426082611084,6.47731781005859,2.85689210891724,6.53018379211426,0.484793186187744
27,503,7,2050,62.2329177856445,654.143920898438,1778.77514648438,44.7787437438965,3185.80419921875,1174.0537109375,386.278228759766,492.478179931641,57.4612846374512,0.0200914237648248,687.9932587156683,0.09968201816082,428.7838024925789,50375.8203125,1315.79895019531,39.928732649493895,7.727386584461479,335.7860219197506,8.43485164642334,8.52424144744873,0.502630174160004,16.1907272338867,8.79534244537354,10.6494302749634,6.61906576156616,0.857771217823029
30,182,3,2050,58.1219,0.8677,600.882,23.715957023464647,4972.9178,2848.4151,297.7437,653.9854,7.298,-0.19463902992399967,1181.9703,1111.1766,337.87836919503883,57835.2309,1294.1901,34.88723691877529,45.538,219.8107,0.0183,1.7112,,24.1293,16.5081,7.5117,6.6514,0.1393
40,536,8,2050,66.3455484587994,1251.5657650490516,88.12645192964189,17.58024305115662,2497.4144878993366,1864.8547772347883,146.30009472937303,500.1058274120061,21.777951544757336,-0.31948800207179184,621.2258308818073,0.0002566666666666,399.54677120563053,56602.8823094631,1303.74380197428,39.132268996833574,55.4167953959692,97.9104474455803,43.5239883148908,1.92342593442445,0.013064959009532,1.57284678853054,10.1661010876211,1.48225507381056,7.44879841839552,0.215067882116903
40,539,8,2050,69.3987026538765,1240.192937112228,96.44604404467714,19.316587174161413,2383.4794794391864,1794.5478920510213,147.88185709724337,500.0755594327445,21.017958071889336,-0.3151758995245965,594.2457053267224,0.0002566666666666,391.01134956966416,56600.3608226024,1303.74380197428,38.31262767904114,63.3273086046455,110.093053424201,43.2988692936551,1.79586961128653,0.013064959009532,2.05929132043709,13.1311403252536,1.4366008437222,7.44879841839552,0.215067882116903
40,540,8,2050,63.3934518655697,968.35894362298,1243.3683893097498,30.96058629072041,3034.023862482532,1044.0485422880593,75.23239534422035,473.07840995104027,19.16176102945289,-0.11304298163074086,196.30280342470172,0.0002566666666666,194.11627566052994,56599.7428372365,1303.74380197428,29.998800051219824,41.0329413115374,72.2775538573105,43.2522253720612,2.14199842429355,0.013064959009532,1.08052895177714,7.68676942474335,1.55498250087677,7.44879841839552,0.215083814412616
40,541,8,2050,64.4723228551499,1580.2702575036212,940.4972589495644,25.633300208154914,1793.437395561688,799.8351835493961,123.6716869339946,492.954704654537,25.516887524357678,0.01965207812687081,269.1791648767114,0.0002566666666666,213.78888718476833,56599.9031943105,1303.74380197428,38.07984961947197,48.0632478606103,84.6455355292231,43.6880820197566,2.04808787447677,0.013064959009532,1.26452913687798,8.27444812807226,1.52023821523788,7.44879841839552,0.215074103323428
